gid,raw,nowcast,lagged,dropnear
37005,0.7927951812744141,0.9115892648696899,0.8340272903442383,0.8361949920654297
37008,0.779721200466156,0.8233433961868286,0.82282555103302,0.8088173866271973
37009,0.7914565205574036,0.8416193723678589,0.7840926647186279,0.8114804029464722
37010,0.7216789722442627,0.7851464152336121,0.7597376704216003,0.7659422159194946
37011,0.8192087411880493,0.8585842847824097,0.8314387798309326,0.9047478437423706
37018,0.6700857281684875,0.7656766772270203,0.6722735166549683,0.6829569935798645
37019,0.712708592414856,0.8063680529594421,0.7232065200805664,0.7306151390075684
37020,0.7413135170936584,0.860676646232605,0.7683937549591064,0.849885106086731
38001,0.7317596077919006,0.811638355255127,0.6950418949127197,0.8001367449760437
38003,-0.07301115989685059,0.09891754388809204,-0.023213744163513184,0.037431418895721436
38007,0.7916401028633118,0.7775063514709473,0.7948774099349976,0.7742716073989868
38014,0.7744259834289551,0.9134208559989929,0.8050965666770935,0.846386194229126
38017,-2.6224586963653564,-1.9071452617645264,-1.8282127380371094,-1.7825899124145508
38018,0.759274423122406,0.834283709526062,0.833528995513916,0.8160982131958008
38021,0.7970314025878906,0.8956932425498962,0.8075941801071167,0.8075737953186035
39001,0.8843239545822144,0.8037844896316528,0.8246497511863708,0.8121582269668579
39006,0.8758761882781982,0.8846770524978638,0.8665730953216553,0.9015846252441406
39007,0.8183517456054688,0.8479187488555908,0.8160762786865234,0.8274733424186707
39010,-0.06832325458526611,0.5031046867370605,0.11369091272354126,0.2126091718673706
39011,0.7670355439186096,0.8832278847694397,0.7822877168655396,0.8134769797325134
39012,0.6095150709152222,0.683207631111145,0.6000365018844604,0.6946299076080322
39014,-1.6287968158721924,-0.04107379913330078,-1.2161765098571777,-0.3693218231201172
39016,0.6758105754852295,0.7671767473220825,0.6873403787612915,0.70650315284729
39020,0.8714622855186462,0.9215628504753113,0.8857283592224121,0.8839789628982544
39021,0.42916280031204224,0.7617349624633789,0.5024553537368774,0.7352849245071411
39022,0.8593500852584839,0.8808742165565491,0.8505687713623047,0.8452604413032532
39023,-2.3271076679229736,-1.3827898502349854,-2.3432505130767822,-0.9980028867721558
39025,0.8814305067062378,0.852506697177887,0.8666713237762451,0.8936470746994019
39027,0.17218703031539917,0.39551806449890137,0.02725917100906372,0.0870782732963562
