gid,nse_gauged,nse_ung_raw,nse_ung_now,chalk,gauge_name,pen_raw,pen_now,nse_ung_sim,pen_sim,nse_ung_trust,pen_trust
25012,0.8500757217407227,0.6148236989974976,0.847375750541687,False,Harwood Beck at Harwood,0.2352520227432251,0.0026999711990356,0.8216446042060852,0.0284311175346374,0.864018440246582,-0.013942718505859375
25020,0.8018262386322021,0.7964708209037781,0.8099731802940369,False,Skerne at Preston le Skerne,0.005355417728424,-0.0081469416618347,0.8319249153137207,-0.0300986766815185,0.7989083528518677,0.0029178857803344727
26003,0.6371787786483765,0.3441172242164612,0.7887506484985352,True,Foston Beck at Foston Mill,0.2930615544319153,-0.1515718698501587,0.7458208203315735,-0.108642041683197,0.6977474689483643,-0.06056869029998779
27001,0.8568820953369141,0.8532050251960754,0.8713151216506958,False,Nidd at Hunsingore Weir,0.0036770701408386,-0.0144330263137817,0.8654025793075562,-0.008520483970642,0.8740653395652771,-0.017183244228363037
27003,0.9067401885986328,0.8990856409072876,0.9165480732917786,False,Aire at Beal,0.0076545476913452,-0.0098078846931457,0.9066682457923888,7.194280624389648e-05,0.9119191765785217,-0.005178987979888916
27006,0.8344828486442566,0.785408079624176,0.8405802249908447,False,Don at Sheffield Hadfields,0.0490747690200805,-0.0060973763465881,0.8415035009384155,-0.0070206522941589,0.8260445594787598,0.008438289165496826
27007,0.8451747894287109,0.8336623311042786,0.8611485362052917,False,Ure at Westwick,0.0115124583244323,-0.0159737467765808,0.8596023917198181,-0.0144276022911071,0.8642103672027588,-0.01903557777404785
27009,0.8444874286651611,0.821215808391571,0.862916111946106,False,Ouse at Skelton,0.02327162027359,-0.0184286832809448,0.8740028142929077,-0.0295153856277465,0.8763183951377869,-0.03183096647262573
27021,0.8691937923431396,0.8213514685630798,0.9052439332008362,False,Don at Doncaster,0.0478423237800598,-0.0360501408576965,0.8906823396682739,-0.0214885473251342,0.8839297890663147,-0.014735996723175049
27023,0.8084352016448975,0.7856185436248779,0.8822335004806519,False,Dearne at Barnsley Weir,0.0228166580200195,-0.0737982988357544,0.9032126665115356,-0.0947774648666381,0.8987278938293457,-0.09029269218444824
27025,0.7981934547424316,0.782070517539978,0.8225423693656921,False,Rother at Woodhouse Mill,0.0161229372024536,-0.0243489146232604,0.8250147700309753,-0.0268213152885437,0.8439901471138,-0.04579669237136841
